Filename,Mode,MatvR_Min,MatvR_Max,RvSk_Min,RvSk_Max,MatvSk_Min,MatvSk_Max,r_tp_m_fn_per_min,r_tp_m_fn_avg,r_tp_m_fn_per_max,r_tn_m_fp_per_min,r_tn_m_fp_avg,r_tn_m_fp_per_max,m_tp_r_fn_per_min,m_tp_r_fn_avg,m_tp_r_fn_per_max,m_tn_r_fp_per_min,m_tn_r_fp_avg,m_tn_r_fp_per_max,s_tp_r_fn_per_min,s_tp_r_fn_avg,s_tp_r_fn_per_max,s_tn_r_fp_per_min,s_tn_r_fp_avg,s_tn_r_fp_per_max,r_tp_s_fn_per_min,r_tp_s_fn_avg,r_tp_s_fn_per_max,r_tn_s_fp_per_min,r_tn_s_fp_avg,r_tn_s_fp_per_max,s_tp_m_fn_per_min,s_tp_m_fn_avg,s_tp_m_fn_per_max,s_tn_m_fp_per_min,s_tn_m_fp_avg,s_tn_m_fp_per_max,m_tp_s_fn_per_min,m_tp_s_fn_avg,m_tp_s_fn_per_max,m_tn_s_fp_per_min,m_tn_s_fp_avg,m_tn_s_fp_per_max
CastMetal1,Default,0.01834862385321101,0.03058103975535168,0.012232415902140673,0.045871559633027525,0.0,0.039755351681957186,0.011320754716981131,1.4539781756247048,0.018867924528301886,0.0,0.0,0.0,0.0,0.01925526065043104,0.0038314176245210726,0.3333333333333333,38.59735180779532,0.4444444444444444,0.0037593984962406013,0.02565637115527797,0.0,0.3333333333333333,43.379424923658796,0.5833333333333334,0.0,1.0864485843421257,0.03007518796992481,0.0,0.06080043060675089,0.0,0.0,0.7589392023703738,0.011627906976744186,0.0,5.132669954468402,0.3333333333333333,0.0,0.4290790120135213,0.022988505747126436,0.0,0.8101506036566981,0.0
CastMetal1,Mod,0.01834862385321101,0.024464831804281346,0.01529051987767584,0.03058103975535168,0.0,0.01529051987767584,0.011320754716981131,1.1513752386779914,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,38.17607717798464,0.4444444444444444,0.0,0.0,0.0,0.4,43.18836461634341,0.5,0.0037735849056603774,0.9796268670221366,0.018796992481203006,0.0,0.0,0.0,0.0,0.3308939850854411,0.0076045627376425855,0.0,5.709987252877577,0.18181818181818182,0.0,0.1668411860045682,0.003816793893129771,0.0,0.009637727726836909,0.0
CostaMadre1,Default,0.016891891891891893,0.030405405405405407,0.006756756756756757,0.0472972972972973,0.0033783783783783786,0.04391891891891892,0.012448132780082987,1.8625276270574633,0.028925619834710745,0.0,0.0010416179817742677,0.0,0.0,0.007090607251921455,0.00423728813559322,0.2222222222222222,19.679553943652227,0.125,0.004132231404958678,0.19767424619258867,0.0,0.125,23.809261992568448,0.36363636363636365,0.0,1.4835852726772925,0.04132231404958678,0.0,0.056000524646355965,0.0,0.004201680672268907,1.0912165474163324,0.02531645569620253,0.0,5.780184985839608,0.2,0.0,0.5963466909140829,0.0211864406779661,0.0,2.1789135578035803,0.0
CostaMadre1,Mod,0.02364864864864865,0.030405405405405407,0.010135135135135136,0.04054054054054054,0.0,0.033783783783783786,0.012448132780082987,2.2573707366851585,0.028925619834710745,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,29.233168082740907,0.2222222222222222,0.0,0.18314657982340643,0.00425531914893617,0.2222222222222222,26.657312677677552,0.3,0.004149377593360996,1.7014561378681807,0.03305785123966942,0.0,0.0,0.0,0.0,0.9764621473103738,0.01694915254237288,0.0,2.146126284401008,0.2,0.0,0.28168786004187596,0.01276595744680851,0.0,5.380978712796996,0.1111111111111111
KnuggetChase3,Default,0.0,0.030927835051546393,0.010309278350515464,0.05154639175257732,0.0,0.061855670103092786,0.0,0.03721668758546359,0.0,0.0,0.37759672290224255,0.125,0.0,1.3119790501564235,0.02027027027027027,0.0,8.327141912438043,0.2222222222222222,0.0,0.33960488906012665,0.013888888888888888,0.2,30.776342788980774,0.36363636363636365,0.0,0.8903358879957433,0.0273972602739726,0.0,0.016796718887005513,0.0,0.0,0.11205139413724474,0.0070921985815602835,0.0,23.631229056244397,0.3333333333333333,0.0,1.8815151818729183,0.047619047619047616,0.0,0.41993360245943756,0.0
KnuggetChase3,Mod,0.010309278350515464,0.02577319587628866,0.015463917525773196,0.041237113402061855,0.005154639175257732,0.03608247422680412,0.0,0.03176274588045014,0.00684931506849315,0.0,0.050147432362419586,0.0,0.0,0.0646679651989912,0.00684931506849315,0.2222222222222222,22.63388931972311,0.3,0.0,0.21897268814737925,0.006896551724137931,0.2727272727272727,35.518877660611224,0.4166666666666667,0.0,0.41479694399077327,0.0136986301369863,0.0,0.0041729862568831155,0.0,0.0,0.23396248567599987,0.013793103448275862,0.09090909090909091,17.229363348026844,0.3333333333333333,0.0,0.4635301902560678,0.006944444444444444,0.0,0.29174421113341786,0.0
KungChi3,Default,0.0,0.04065040650406504,0.016260162601626018,0.07317073170731707,0.0,0.08130081300813008,0.0,0.4168520918546328,0.010101010101010102,0.0,8.445893770932429,0.4,0.0,0.80577371940178,0.010101010101010102,0.0,2.6412553392393816,0.25,0.0,0.3935849093331172,0.010526315789473684,0.16666666666666666,24.680771562173994,0.375,0.010101010101010102,1.8067372397412758,0.050505050505050504,0.0,0.5314777842077145,0.0,0.0,0.0475050787937954,0.010526315789473684,0.0,28.119753459054444,0.5,0.0,1.6846729181944733,0.050505050505050504,0.0,0.22597521509532226,0.0
KungChi3,Mod,0.032520325203252036,0.056910569105691054,0.016260162601626018,0.04065040650406504,0.0,0.04065040650406504,0.020202020202020204,3.4113708921376054,0.04040404040404041,0.0,0.0,0.0,0.0,0.13515014062597208,0.010416666666666666,0.2857142857142857,28.57142857142856,0.2857142857142857,0.0,0.48203506497306003,0.0,0.16666666666666666,26.513879364185144,0.2857142857142857,0.01,1.3015971439120828,0.03,0.0,0.0,0.0,0.0,2.5608758970222634,0.030612244897959183,0.0,0.0,0.0,0.0,0.09596698733303177,0.010416666666666666,0.0,0.4648730976563953,0.14285714285714285
MeanWhile1,Default,0.011857707509881422,0.04743083003952569,0.007905138339920948,0.05138339920948617,0.003952569169960474,0.06719367588932806,0.009478672985781991,1.7470807885515933,0.03317535545023697,0.0,1.1551053800743447,0.5,0.0,0.08191489560540943,0.004878048780487805,0.14285714285714285,4.9584102183516165,0.25,0.0,0.02399639352230709,0.0,0.14285714285714285,13.611979147178495,0.3333333333333333,0.004739336492890996,2.0603402614825894,0.04739336492890995,0.0,0.8809359853089709,0.0,0.0,1.0095330186161515,0.01990049751243781,0.0,4.742813307563049,0.4444444444444444,0.004830917874396135,1.4774002402002884,0.043689320388349516,0.0,0.799756952724231,0.0
MeanWhile1,Mod,0.019762845849802372,0.03162055335968379,0.007905138339920948,0.03162055335968379,0.0,0.039525691699604744,0.018957345971563982,2.395022664582519,0.02843601895734597,0.0,0.05911493514184296,0.16666666666666666,0.0,0.0,0.0,0.14285714285714285,12.01625268407828,0.16666666666666666,0.0,0.0,0.0,0.14285714285714285,14.330033899456847,0.14285714285714285,0.004739336492890996,1.453132508877244,0.03317535545023697,0.0,0.05911493514184296,0.0,0.0,1.6116814424316366,0.0196078431372549,0.0,0.24263787730953035,0.14285714285714285,0.0,0.7134411070059519,0.024390243902439025,0.0,0.05508498624002267,0.0
MegaWatt1,Default,0.011857707509881422,0.03162055335968379,0.011857707509881422,0.04743083003952569,0.0,0.05928853754940711,0.009478672985781991,1.877052722951143,0.023696682464454975,0.0,3.571543471991954,0.16666666666666666,0.0,0.06505857407682125,0.004830917874396135,0.14285714285714285,4.158977787681826,0.16666666666666666,0.0,0.03190561619991672,0.0,0.25,14.004760736308805,0.25,0.004739336492890996,1.7922832263610506,0.04739336492890995,0.0,0.992127394086469,0.0,0.0,1.2412882743463136,0.024390243902439025,0.0,6.213807353694708,0.4444444444444444,0.0,1.2341449067007209,0.02912621359223301,0.0,0.7257289049017328,0.0
MegaWatt1,Mod,0.023715415019762844,0.03162055335968379,0.011857707509881422,0.03557312252964427,0.0,0.043478260869565216,0.023696682464454975,2.3874523554654488,0.02843601895734597,0.0,0.12172444584051001,0.16666666666666666,0.0,0.0,0.0,0.14285714285714285,14.374482014107231,0.16666666666666666,0.0,0.015763230343289525,0.0,0.14285714285714285,14.285714285714278,0.14285714285714285,0.009478672985781991,1.5553866825887912,0.037914691943127965,0.0,0.0,0.0,0.0,1.4824535358972804,0.03349282296650718,0.0,0.11524793945488065,0.14285714285714285,0.0,0.6860861598503072,0.014634146341463415,0.0,0.0,0.0
PieChart1,Default,0.05390070921985816,0.059574468085106386,0.03404255319148936,0.06666666666666667,0.0028368794326241137,0.028368794326241134,0.04654895666131621,4.899890284360903,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.5,54.77930745224842,0.5555555555555556,0.0,0.0,0.0,0.4375,53.77496513622577,0.5789473684210527,0.027287319422150885,4.420051771431989,0.057692307692307696,0.0,0.0,0.0,0.0,1.036337502485857,0.011884550084889643,0.0,1.3225104172096889,0.05263157894736842,0.0033783783783783786,0.5615380039440656,0.01854974704890388,0.0,2.4853274618659706,0.05263157894736842
PieChart1,Mod,0.04822695035460993,0.0524822695035461,0.04113475177304964,0.062411347517730496,0.0014184397163120568,0.015602836879432624,0.04012841091492777,4.191634696698976,0.04326923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.5,54.00793448137008,0.5555555555555556,0.0,0.0,0.0,0.5,54.458152884524345,0.5789473684210527,0.03210272873194221,4.191752772831819,0.052884615384615384,0.0,0.0,0.0,0.001669449081803005,0.40154910030103963,0.00338409475465313,0.0,0.3933016391705284,0.05263157894736842,0.0,0.40107151942362496,0.01340033500837521,0.0,0.034424911882139364,0.0
PieChart2,Default,0.06174496644295302,0.06442953020134229,0.0348993288590604,0.056375838926174496,0.008053691275167786,0.0348993288590604,0.061079545454545456,6.288533410783172,0.062411347517730496,0.0,0.0,0.0,0.0,0.0,0.0,0.6,61.77422154453531,0.6666666666666666,0.0,0.008285121924455963,0.0,0.3333333333333333,43.16205419461362,0.6,0.03551136363636364,4.1476227459371735,0.05531914893617021,0.0,0.0,0.0,0.009009009009009009,2.2834803886441226,0.030973451327433628,0.0,0.09117309514275918,0.0,0.0,0.06908097947066283,0.004545454545454545,0.0,24.51966190845308,0.4
PieChart2,Mod,0.040268456375838924,0.042953020134228186,0.03355704697986577,0.04697986577181208,0.0,0.01476510067114094,0.041193181818181816,4.284654246374218,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,39.54102609927905,0.5,0.0,0.0,0.0,0.3333333333333333,39.6252956153225,0.6,0.03409090909090909,4.1480116967223015,0.04539007092198582,0.0,0.0,0.0,0.0,0.3941381776759352,0.00741839762611276,0.0,1.8195578039489626,0.25,0.0,0.2628969486916619,0.00741839762611276,0.0,1.7527940223451783,0.0
PieChart3,Default,0.06128133704735376,0.06499535747446611,0.034354688950789226,0.06592386258124419,0.008356545961002786,0.028783658310120707,0.05274725274725275,5.48685817028283,0.05592105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.72,72.63093409146096,0.7307692307692307,0.0,0.0,0.0,0.5625,66.56266794869673,0.72,0.03076923076923077,4.241307507525577,0.0581140350877193,0.0,0.0,0.0,0.00805523590333717,1.4101091932709915,0.023809523809523808,0.0,1.8535955113326401,0.0,0.0,0.1475800775082008,0.0,0.07407407407407407,18.142098799789032,0.38461538461538464
PieChart3,Mod,0.04828226555246054,0.0510677808727948,0.04271123491179202,0.056638811513463325,0.0,0.014856081708449397,0.041758241758241756,4.355208467041043,0.044956140350877194,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,66.92826193691083,0.6666666666666666,0.0,0.0,0.0,0.631578947368421,66.73801933420594,0.7083333333333334,0.03736263736263736,4.137275929747823,0.04824561403508772,0.0,0.0,0.0,0.0,0.37697231517550445,0.004608294930875576,0.0,4.333615196979752,0.09090909090909091,0.0,0.15159427449411544,0.009174311926605505,0.0,4.778029361328852,0.09090909090909091
PizzaCutter1,Default,0.049924357034795766,0.0529500756429652,0.030257186081694403,0.060514372163388806,0.0030257186081694403,0.02723146747352496,0.047619047619047616,4.770075651738169,0.04591836734693878,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,40.26104107261553,0.4444444444444444,0.0,0.0,0.0,0.3125,38.12261851012217,0.47368421052631576,0.025510204081632654,4.1147343657839075,0.05272108843537415,0.0,0.04909029331319714,0.0,0.003552397868561279,0.9866393483993312,0.02112676056338028,0.0,2.2988184262107465,0.13333333333333333,0.0,0.36597489924943427,0.0035842293906810036,0.0,3.96941192437965,0.13333333333333333
PizzaCutter1,Mod,0.046898638426626324,0.049924357034795766,0.036308623298033284,0.05597579425113464,0.0015128593040847202,0.018154311649016642,0.04251700680272109,4.457565104168252,0.04591836734693878,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,39.98565575528791,0.375,0.0,0.0,0.0,0.3125,42.04039265593846,0.47368421052631576,0.03231292517006803,4.170824124052613,0.047619047619047616,0.0,0.0,0.0,0.0017730496453900709,0.5890527427171872,0.008896797153024912,0.0,3.5558043716859355,0.11764705882352941,0.0,0.30874612195936924,0.0071301247771836,0.0,0.9218885407031558,0.0625
PizzaCutter3,Default,0.05752636625119847,0.06327900287631831,0.03355704697986577,0.059443911792905084,0.005752636625119847,0.028763183125599234,0.04983012457531144,5.5355916029794425,0.055304740406320545,0.0,0.0,0.0,0.0,0.0,0.0,0.64,64.45852951498168,0.68,0.0,0.0,0.0,0.5,56.64654597934331,0.68,0.02944507361268403,4.183030616870757,0.050790067720090294,0.0,0.0,0.0,0.0047562425683709865,1.507891896707965,0.0246189917936694,0.04,1.0716202879518244,0.0,0.0,0.1542934812321648,0.003592814371257485,0.04,17.755545107640682,0.2608695652173913
PizzaCutter3,Mod,0.04218600191754554,0.04697986577181208,0.037392138063279005,0.05081495685522531,0.0009587727708533077,0.014381591562799617,0.03737259343148358,4.129402508100511,0.04288939051918736,0.0,0.0,0.0,0.0,0.0,0.0,0.55,56.77334604823356,0.5789473684210527,0.0,0.0,0.0,0.5263157894736842,56.40743710724579,0.6363636363636364,0.03284258210645526,3.9629906661435035,0.04401805869074492,0.0,0.0,0.0,0.001176470588235294,0.36333770622832606,0.007058823529411765,0.0,2.19823273575709,0.1,0.0,0.19574077071556562,0.005889281507656066,0.0,2.9698217961681483,0.1
analcatdata_apnea1,Default,0.016842105263157894,0.04421052631578947,0.783157894736842,0.8821052631578947,0.8084210526315789,0.9031578947368422,0.0,0.411998163169107,0.010899182561307902,0.1111111111111111,13.507158799751736,0.2727272727272727,0.018666666666666668,2.7072297930122287,0.034574468085106384,0.0,1.6410276371882682,0.1111111111111111,0.0,0.0,0.0,0.819672131147541,83.08613311665007,0.8524590163934426,0.8797814207650273,94.98571024235204,0.9972826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.8688524590163934,85.63655214848833,0.8524590163934426,0.8826666666666667,95.10127202416885,0.9973544973544973,0.0,0.0,0.0
analcatdata_apnea1,Mod,0.07789473684210527,0.08842105263157894,0.8168421052631579,0.8778947368421053,0.9031578947368422,0.9578947368421052,0.0,0.0,0.0,0.5555555555555556,57.788531813821685,0.5454545454545454,0.08,8.24464281370792,0.08955223880597014,0.0,0.0,0.0,0.0,0.0,0.0,0.819672131147541,83.30087251353649,0.8524590163934426,0.9234972677595629,97.009660981822,0.9918478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.9344262295081968,93.10558665210641,0.9180327868852459,0.93,97.2572372733134,0.9925373134328358,0.0,0.0,0.0
analcatdata_apnea2,Default,0.016842105263157894,0.04421052631578947,0.7642105263157895,0.88,0.7873684210526316,0.9010526315789473,0.0,0.39943306355934727,0.013774104683195593,0.0,13.54903401259024,0.3,0.0213903743315508,2.764321025339016,0.03504043126684636,0.0,1.2937450711546932,0.0,0.0,0.0,0.0,0.8275862068965517,84.1515957415918,0.84375,0.8677685950413223,94.27367890545815,0.994535519125683,0.0,0.0,0.0,0.0,0.0,0.0,0.8275862068965517,86.29112561806707,0.875,0.8716577540106952,94.4099020086865,0.9946524064171123,0.0,0.0,0.0
analcatdata_apnea2,Mod,0.10105263157894737,0.10736842105263159,0.8315789473684211,0.8757894736842106,0.9389473684210526,0.9768421052631578,0.0,0.0,0.0,0.8,82.29492634671344,0.8,0.09852216748768473,10.26964398935602,0.10591133004926108,0.0,0.0,0.0,0.0,0.0,0.0,0.84375,84.37499999999999,0.84375,0.9393939393939394,96.69430963481014,0.9890710382513661,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,97.24774616991684,0.96875,0.9458128078817734,97.0348085204396,0.9901477832512315,0.0,0.0,0.0
analcatdata_apnea3,Default,0.015555555555555555,0.04666666666666667,0.7688888888888888,0.88,0.7933333333333333,0.8977777777777778,0.0,0.2767211923719519,0.008620689655172414,0.125,13.203190027383261,0.3333333333333333,0.01680672268907563,2.3580128952745056,0.036312849162011177,0.0,1.1795437041692725,0.25,0.0,0.0,0.0,0.8363636363636363,84.4211153752164,0.8518518518518519,0.8620689655172413,95.43130898591376,0.9971509971509972,0.0,0.0,0.0,0.0,0.0,0.0,0.8909090909090909,86.830272311859,0.8888888888888888,0.8651685393258427,95.52732277958359,0.9971988795518207,0.0,0.0,0.0
analcatdata_apnea3,Mod,0.08666666666666667,0.09777777777777778,0.82,0.8755555555555555,0.9155555555555556,0.9644444444444444,0.0,0.0,0.0,0.75,76.52359212895941,0.8888888888888888,0.0859375,8.889976207285022,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.8363636363636363,84.57699463974491,0.8545454545454545,0.9281609195402298,96.7465988741865,0.9886039886039886,0.0,0.0,0.0,0.0,0.0,0.0,0.9636363636363636,96.46359623222091,0.9818181818181818,0.9348958333333334,97.03702562116133,0.9895833333333334,0.0,0.0,0.0
analcatdata_challenger,Default,0.5217391304347826,0.6086956521739131,0.0,0.043478260869565216,0.5652173913043478,0.6086956521739131,0.0,0.0,0.0,0.6666666666666666,66.66666666666652,0.6666666666666666,0.5714285714285714,57.78867273530785,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.894861762682991,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,66.66666666666652,0.6666666666666666,0.6218487394957983,62.328199707485325,0.64,0.0,0.0,0.0
analcatdata_challenger,Mod,0.2608695652173913,0.34782608695652173,0.0,0.043478260869565216,0.30434782608695654,0.34782608695652173,0.0,0.0,0.0,0.3333333333333333,33.60613153039993,0.5,0.4,40.72010724794013,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.894861762682991,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,33.60613153039993,0.5,0.47058823529411764,47.11595122533452,0.5,0.0,0.0,0.0
analcatdata_chlamydia,Default,0.13,0.18,0.7,0.77,0.86,0.92,0.0,0.10531952176549186,0.0,1.0,95.01733865431224,1.0,0.15492957746478872,18.102417995928292,0.2054794520547945,0,0.0,0,0.0,0.0,0,0.8333333333333334,88.42580542645176,0.8947368421052632,0.9482758620689655,99.06505554879263,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,99.56555128192129,1.0,0.9577464788732394,99.23492124820343,1.0,0,0.0,0
analcatdata_chlamydia,Mod,0.23,0.26,0.74,0.77,1.0,1.0,0.0,0.0,0.0,1.0,100.00000000000003,1.0,0.25925925925925924,27.843192140867743,0.2839506172839506,0,0.0,0,0,0.0,0,0.8421052631578947,88.50288835737089,0.8947368421052632,1.0,100.00000000000003,1.0,0.0,0.0,0.0,0,0.0,0,1.0,100.00000000000003,1.0,1.0,100.00000000000003,1.0,0,0.0,0
analcatdata_lawsuit,Default,0.07575757575757576,0.09848484848484848,0.0946969696969697,0.1590909090909091,0.17045454545454544,0.23863636363636365,0.0,0.07466122256005558,0.009615384615384616,0.2222222222222222,25.89490219407061,0.5,0.07964601769911504,8.334804407006503,0.08444444444444445,0.0,0.0,0.0,0.0053475935828877,0.17550887719448682,0.005747126436781609,0.23076923076923078,31.31214603543482,0.4,0.10144927536231885,14.532887528601684,0.16826923076923078,0.0,0.0,0.0,0.0,0.0005141804641650705,0.0,0.46153846153846156,50.71763152690393,0.5,0.17256637168141592,21.462824398656785,0.24669603524229075,0.0,0.0,0.0
analcatdata_lawsuit,Mod,0.11742424242424243,0.12878787878787878,0.10984848484848485,0.1553030303030303,0.011363636363636364,0.04924242424242424,0.13106796116504854,14.060793137201571,0.14423076923076922,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,27.592526216656207,0.3076923076923077,0.0,0.027278475329864493,0.0,0.3076923076923077,30.70048629454683,0.4,0.12135922330097088,14.99264721023057,0.16826923076923078,0.0,0.0,0.0,0.011111111111111112,1.2612667018883106,0.03389830508474576,0.0,2.5594057452276147,0.0,0.00558659217877095,2.336141112727413,0.03932584269662921,0.0,0.0,0.0
analcatdata_neavote,Default,0.19,0.2,0.05,0.17,0.22,0.37,0.0,0.0,0.0,1.0,87.09903152869583,1.0,0.20481927710843373,20.761646901480546,0.21428571428571427,0,0.0,0,0.015873015873015872,0.10451389216737339,0.0,0.0,1.5276866593216023,0.3333333333333333,0.06060606060606061,16.138281721024978,0.24242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.44554797503203,1.0,0.24096385542168675,33.61739726659506,0.40476190476190477,0,0.0,0
analcatdata_neavote,Mod,0.12,0.13,0.09,0.13,0.0,0.1,0.18181818181818182,19.077053040737898,0.19696969696969696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.571558345319369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,15.843333836305117,0.19696969696969696,0.0,0.0,0.0,0.0,5.3030360800856995,0.10909090909090909,0.0,0.0,0.0,0.0,1.3640929331179046,0.07547169811320754,0.0,2.571558345319369,0.0
annthyroid,Default,0.08069444444444444,0.08319444444444445,0.06,0.08708333333333333,0.011944444444444445,0.03166666666666667,0.06494688922610015,6.579196876910693,0.06433990895295903,0.0,0.0,0.0,0.00016225864027259452,0.030439278248273194,0.0008102414519526819,0.7238095238095238,73.09673042310278,0.7555555555555555,0.0001593879502709595,0.0275891737185332,0.00016347882949158083,0.6627906976744186,70.25731222015462,0.7281553398058253,0.04810318664643399,5.787839903071286,0.07220873786407767,0.0,0.0,0.0,0.009702457956015523,1.3151537436235485,0.012959663048760733,0.021164021164021163,1.70911725628635,0.0,0.0024433946896888744,0.5052796528145505,0.01391810972649296,0.036458333333333336,10.46811628280137,0.2672413793103448
